 Locality,Type_of_property,Subtype_of_property,Price,Type_of_sale,Number_of_rooms,Area,Kitchen_type,Furnished,Open_fire,Terasse,Garden,Surface_of_land,Surface_plot_land,Number_of_facades,Swimming_pool,Building_condition
Antwerp,House,House,269000,,4,157,Semi equipped,No,0,0,0,82,,2,0,As new
Holsbeek,House,Chalet,275000,,3,130,Installed,No,0,0,1700,1933,75,4,0,Good
Leuven,House,House,289000,,2,62,Semi equipped,No,0,0,7,55,,2,0,To renovate
Evere,House,House,290000,,2,113,Hyper equipped,No,0,0,10,69,,2,0,To be done up
Huy,House,House,295000,,4,150,Semi equipped,No,0,0,0,1377,,4,0,Good
Bassenge,House,Bungalow,295000,,5,236,USA semi equipped,No,0,0,1000,1250,,4,0,To be done up
Huy,House,House,297500,,3,210,Semi equipped,No,0,0,0,70,,2,0,Good
Gooik,House,House,299000,,3,135,Semi equipped,No,0,0,0,1370,,3,0,To renovate
MORKHOVEN,House,House,299000,,3,235,Semi equipped,No,0,0,300,463,,4,0,To be done up
Hever,House,House,299000,,2,168,Semi equipped,No,0,0,0,841,,4,0,To renovate
Liège,House,House,299000,,5,211,Not installed,No,0,0,70,144,,2,0,
Liège,House,Apartment block,299000,,5,211,Not installed,No,0,0,70,144,,2,0,
SINT-GILLIS-BIJ-DENDERMONDE,House,Mixed-use building,299000,,5,221,Installed,No,0,0,40,160,,2,0,
Willebroek,House,Apartment block,600000,,0,,Semi equipped,No,0,0,0,295,,2,0,Good
Leuven,House,Apartment block,745000,,3,120,,No,0,0,0,60,,2,0,Good
Leuven,House,House,745000,,3,120,,No,0,0,0,60,,2,0,Good
Ixelles,House,House,955000,,6,280,,No,0,0,0,180,,2,0,To be done up
Etterbeek,House,Mixed-use building,1100000,,4,,,No,0,0,0,1,,2,0,Good
Waterloo,House,Mixed-use building,1150000,,5,280,Installed,No,0,0,298,298,,3,0,Just renovated
Bruxelles,House,House,2285000,,5,509,,No,0,0,200,304,,2,0,
Maasmechelen,House,House,2450000,,3,1000,Hyper equipped,No,0,0,8057,9057,1000,4,0,As new
WOLUWE-SAINT-PIERRE,House,Villa,5950000,,6,480,Installed,No,0,0,3008,3252,,4,0,As new
Éghezée,House,House,395000,New build,6,169,Hyper equipped,No,0,0,0,636,,,0,As new
Fleurus,House,House,189000,,2,120,Semi equipped,No,0,0,0,,,3,0,To be done up
EERNEGEM,House,House,369000,,4,171,Installed,No,0,0,0,1049,,4,0,Good
Oudergem,House,House,,New price,4,155,Hyper equipped,No,0,0,40,125,,2,0,Just renovated
Schaerbeek,House,Apartment block,795000,,0,240,USA installed,No,0,0,0,,,2,0,Good
Overijse,House,Mixed-use building,,New build,4,543,Hyper equipped,No,0,0,0,435,,2,0,To be done up
Herstal,House,House,219000,,5,120,,No,0,0,0,335,,2,0,Good
Villers-le-Bouillet,House,House,249000,,3,140,Installed,No,0,0,285,620,,4,0,Good
Nandrin Villers-le-Temple,House,Villa,268000,New build,3,178,Not installed,No,0,0,1175,1250,75,4,0,As new
Marchin,House,House,325000,,3,175,Not installed,No,0,0,700,864,,3,0,Good
Forest,House,House,550000,,4,173,Installed,No,0,0,40,80,,2,0,Just renovated
Anderlecht,House,Apartment block,1545000,New build,10,510,USA hyper equipped,No,0,0,18,110,,2,0,As new
Stabroek,House,Town-house,335000,,2,227,Installed,No,1,0,150,227,205,2,0,Good
Antwerp,House,Mansion,1100000,,7,350,USA hyper equipped,No,0,0,40,180,,2,0,As new
Antwerp,House,Exceptional property,1100000,,7,350,USA hyper equipped,No,0,0,40,180,,2,0,As new
Blankenberge,House,House,240000,,6,177,Installed,No,0,0,0,100,,,0,Good
Pittem,House,House,340000,,4,220,Hyper equipped,No,0,0,0,525,,,0,As new
Arlon,House,House,Reserve price : 200000,Online sale,3,114,Installed,No,0,0,0,265,,3,0,To be done up
Arlon,House,House,Reserve price : 200000,Online sale,4,127,Not installed,No,1,0,0,250,,2,0,To be done up
Oostende,House,House,269000,,5,325,Semi equipped,No,0,0,0,125,,2,0,To renovate
Brugge,House,House,285000,,4,108,Installed,No,0,0,75,115,,2,0,As new
Waterloo,House,House,370000,,3,100,Installed,No,0,0,0,189,,3,0,As new
Ottignies-Louvain-la-Neuve,House,Villa,545000,,3,202,USA hyper equipped,No,0,0,792,792,,4,0,Good
Chaumont-Gistoux,House,Villa,620000,,4,188,Installed,No,0,0,0,1707,,4,0,
Rixensart,House,Villa,645000,,4,206,Hyper equipped,No,0,0,545,545,,4,0,As new
Nivelles,House,Villa,945000,,4,315,Installed,No,2,0,0,2522,,4,0,To renovate
Braine-le-Chateau,House,Villa,945000,,4,315,Installed,No,2,0,0,2522,,4,0,To be done up
Bree,House,House,279000,,3,205,Installed,No,0,0,0,945,,4,0,As new
Ardooie,House,House,370000,,3,336,Hyper equipped,No,0,0,0,155,,,0,As new
Bocholt,House,House,435000,,4,350,Hyper equipped,No,0,0,0,1498,230,4,0,As new
Antwerpen,House,Exceptional property,785000,,3,150,Hyper equipped,No,1,0,100,239,,1,0,Just renovated
Pont-a-Celles,House,Villa,350000,New build,4,170,Installed,No,0,0,0,912,,4,0,As new
Harelbeke,House,House,155000,,2,89,Installed,No,0,0,0,66,,2,0,As new
Saint-Gilles,House,House,795000,,4,192,Installed,No,0,0,0,240,,2,0,Good
Auderghem,House,Villa,1750000,,5,355,Installed,No,0,0,650,1443,617,4,0,Good
Hoboken,House,House,249950,,4,123,,No,0,0,0,90,,2,0,To be done up
Flawinne,House,House,,New price,2,151,Installed,No,0,0,558,558,84,4,0,As new
Hoboken,House,House,399000,,6,253,,No,0,0,0,274,,2,0,Just renovated
Herzele,House,House,485000,,5,390,Hyper equipped,No,0,0,1900,2550,,4,0,Good
Lasne,House,House,1895000,,7,428,Hyper equipped,No,0,0,4000,5582,465,4,0,As new
Lasne,House,Villa,3350000,,5,844,Hyper equipped,No,0,0,44531,45184,844,4,0,Good
Torhout,House,House,199000,,2,145,Semi equipped,No,0,0,0,421,,,0,To be done up
Zwevegem,House,House,235000,,3,135,Installed,No,0,0,0,365,,,0,As new
Heuvelland,House,House,235000,,3,202,Hyper equipped,No,0,0,134,289,,,0,As new
Waregem,House,House,270000,,3,376,Installed,No,0,0,0,220,,,0,Good
Gent,House,House,275000,,3,107,Hyper equipped,No,0,0,0,47,,,0,As new
Arlon,House,House,280000,,3,143,Semi equipped,No,0,0,0,1246,,4,0,To renovate
Durbuy,House,Villa,330000,,3,170,Hyper equipped,No,0,0,0,2113,,,0,Good
Oostende,House,House,,New price,3,167,Hyper equipped,No,0,0,0,142,,,0,Good
Wenduine,House,Villa,365000,,3,100,Installed,Yes,0,0,0,369,,,0,Good
Lokeren,House,House,398000,New build,3,181,Installed,No,0,0,0,432,,2,0,
Maaseik,House,House,399000,,3,195,Hyper equipped,No,0,0,0,2103,,,0,As new
Brussels City,House,House,410000,,5,172,Semi equipped,No,0,0,0,146,,2,0,To be done up
Lokeren,House,House,428000,New build,3,183,Installed,No,0,0,0,528,,3,0,
Brasschaat,House,House,435000,,4,142,Installed,No,0,0,950,1130,,,0,Good
Chardeneux,House,Villa,450000,,4,175,Installed,Yes,0,0,1100,1100,,,0,As new
Uccle,House,House,645000,,4,170,USA hyper equipped,No,0,0,70,203,,,0,Just renovated
Ath,House,House,140000,,2,86,,No,0,0,0,60,,2,0,Good
Sint-Truiden,House,House,225000,,2,189,Installed,No,0,0,0,880,,4,0,To be done up
Pont-à-Celles,House,Villa,269000,,3,190,Semi equipped,No,0,0,300,564,,4,0,To be done up
Zelzate,House,House,330000,,4,370,Installed,No,0,0,0,1015,,4,0,Good
Pont-à-Celles,House,Villa,399000,,3,172,Installed,No,0,0,600,750,,4,0,Good
Boechout,House,House,495000,,3,170,Installed,No,0,0,52,272,,3,0,As new
Saint-Josse-ten-Noode,House,Apartment block,535000,,4,298,,No,0,0,50,,,2,0,Good
Schaerbeek,House,Apartment block,575000,,5,320,Installed,No,0,0,0,167,,2,0,Good
Schaerbeek,House,House,575000,,5,320,Installed,No,0,0,0,167,,2,0,Good
MELSBROEK,House,House,598000,,3,288,Installed,No,0,0,85,330,,3,0,As new
MELSBROEK,House,Mixed-use building,598000,,3,288,Installed,No,0,0,85,330,,3,0,As new
La Hulpe,House,House,620000,,4,262,Installed,No,1,0,0,698,,3,0,Good
Buvrinnes,House,House,280000,,4,143,Semi equipped,No,1,0,0,1173,,,0,Good
Grez-Doiceau,House,House,440000,,4,184,Installed,No,0,0,0,245,,3,0,Just renovated
Huldenberg,House,Villa,499000,,4,200,Installed,No,1,0,1200,1415,,4,0,Good
Erpe-Mere,House,Villa,625000,,4,320,Installed,Yes,0,0,2300,2600,,,0,Good
Watermael-Boitsfort,House,House,695000,,3,180,Not installed,No,0,0,36,95,,2,0,To renovate
Ans,House,House,75000,,5,168,,No,0,0,0,85,,2,0,To restore
GRÂCE-HOLLOGNE,House,House,85000,,1,97,Installed,No,0,0,0,76,,3,0,Good
Seraing,House,House,86000,,2,145,Semi equipped,No,0,0,191,191,,2,0,To renovate
Cheratte,House,House,99000,,3,103,Semi equipped,No,0,0,58,120,,3,0,
WANDRE,House,House,109000,,3,85,,No,0,0,150,185,,2,0,To be done up
Bastogne,House,House,110000,,3,,Semi equipped,No,0,0,0,73,,2,0,Just renovated
Huy,House,House,115000,,4,125,Not installed,No,0,0,0,,,2,0,To be done up
Gilly,House,House,120000,,3,130,Semi equipped,No,0,0,0,370,,2,0,To be done up
Herstal,House,House,125000,,2,109,Semi equipped,No,0,0,0,481,,2,0,To be done up
Huy,House,House,129000,,3,127,Not installed,No,0,0,0,100,,3,0,To be done up
JUPILLE-SUR-MEUSE,House,House,135000,,4,125,Not installed,No,0,0,100,270,,2,0,
Landelies,House,House,135000,,2,130,Semi equipped,No,0,0,0,200,,3,0,To renovate
ERTVELDE,House,House,135000,,2,150,Semi equipped,No,0,0,0,352,,3,0,To renovate
Huy,House,House,139000,,2,86,Semi equipped,No,0,0,0,27,,2,0,Just renovated
Trooz,House,House,139000,,2,90,Semi equipped,No,0,0,0,65,,2,0,Good
Avelgem,House,House,139000,,3,140,Semi equipped,No,0,0,0,153,,3,0,To renovate
Huy,House,House,149000,,3,161,Installed,No,0,0,80,165,,3,0,Good
Jumet,House,House,149000,,4,120,Installed,No,0,0,0,520,,2,0,Good
Mouscron,House,House,149000,,3,200,Semi equipped,No,0,0,55,238,,3,0,Good
Ingelmunster,House,House,149000,,2,163,,No,0,0,0,308,,3,0,To be done up
Huy,House,House,149500,,4,220,Not installed,No,0,0,0,2250,,4,0,To renovate
Farciennes,House,House,149500,,2,80,Installed,No,0,0,0,300,,4,0,Good
Grace-Hollogne,House,House,150000,,4,280,Not installed,No,0,0,370,573,154,2,0,
Fleurus,House,House,150000,,3,110,Not installed,No,0,0,0,510,,3,0,Good
OUGRÉE,House,House,157500,,2,125,Installed,No,0,0,90,148,,3,0,As new
Gouvy,House,House,159000,,6,360,Not installed,No,0,0,65,376,,3,0,To renovate
Juprelle,House,House,159900,,2,80,Installed,No,0,0,0,194,,3,0,Good
Huy,House,House,165000,,3,110,Semi equipped,No,0,0,0,,,2,0,Good
LADEUZE,House,House,165000,,3,155,Installed,No,0,0,852,852,,2,0,To renovate
LIEGE,House,Mixed-use building,169000,,4,216,,No,0,0,0,140,,2,0,To renovate
BAS-OHA,House,House,169000,,2,120,Semi equipped,No,0,0,180,319,,3,0,Good
Beauraing Honnay,House,House,169000,,4,110,Installed,No,0,0,0,172,,2,0,Good
JEMEPPE,House,House,170000,,2,93,Installed,No,0,0,0,79,,2,0,Good
HUISSIGNIES,House,House,170000,,2,230,Semi equipped,No,0,0,0,492,,3,0,To renovate
WANGENIES,House,House,175000,,3,110,Semi equipped,No,0,0,0,519,,3,0,To renovate
Bastogne,House,House,175000,,2,133,Installed,No,0,0,0,200,,2,0,Good
FLÉMALLE-HAUTE,House,House,179000,,3,120,Installed,No,0,0,120,240,,2,0,Good
Loncin,House,House,179000,,3,100,Semi equipped,No,0,0,0,181,,2,0,Good
Geraardsbergen,House,House,179000,,2,118,,No,0,0,0,50,,2,0,To renovate
Wavre,House,House,180000,,2,85,Not installed,No,0,0,0,130,,2,0,To renovate
Farciennes,House,House,180000,,2,102,Semi equipped,No,0,0,0,688,,3,0,Good
Grace-Hollogne,House,House,185000,,3,83,Semi equipped,No,0,0,200,200,,2,0,Good
Seraing,House,House,189000,,3,95,Installed,No,0,0,50,123,,2,0,Just renovated
Ans,House,House,189000,,4,130,Semi equipped,No,0,0,200,288,,3,0,Good
THY-LE-BAUDUIN,House,House,190000,,2,130,Semi equipped,No,0,0,0,254,,4,0,Good
Bastogne,House,House,190000,,2,,Semi equipped,No,0,0,0,,,2,0,Just renovated
Monceau-sur-Sambre,House,House,195000,,3,182,Installed,No,0,0,145,240,95,3,0,Good
Seneffe,House,Villa,195000,,3,112,Semi equipped,No,0,0,0,724,,4,0,To renovate
IVOZ-RAMET,House,House,199000,,6,215,,No,0,0,0,,,3,0,To be done up
Ans Alleur,House,House,199000,,4,120,Hyper equipped,No,0,0,0,,,3,0,Just renovated
Bastogne,House,House,200000,,3,150,Not installed,No,0,0,0,890,,4,0,Just renovated
Beloeil,House,House,200000,,2,106,Not installed,No,0,0,139,1625,,2,0,To be done up
GRÂCE-HOLLOGNE,House,House,205000,,3,115,Installed,No,0,0,0,517,,2,0,Good
Messancy Hondelange,House,House,210000,,3,,Not installed,No,0,0,0,,228,3,0,To renovate
Bastogne,House,House,215000,,3,,Semi equipped,No,0,0,0,1800,,4,0,Good
LAUWE,House,House,215000,,3,180,Installed,No,0,0,0,120,,3,0,Good
Messancy,House,House,220000,,2,90,,No,0,0,0,74,,3,0,
Izegem,House,House,220000,,2,245,,No,0,0,0,198,,2,0,To be done up
Gerpinnes,House,House,225000,,3,90,Semi equipped,No,1,0,0,514,,4,0,Good
Bastogne,House,House,225000,,3,,Semi equipped,No,0,0,0,190,,2,0,
SINT-ELOOIS-WINKEL,House,House,225000,,5,317,,No,0,0,0,668,,3,0,To renovate
Oostende,House,Apartment block,229000,,2,173,Installed,No,0,0,0,103,,2,0,To be done up
Oostende,House,Mixed-use building,229000,,2,173,Installed,No,0,0,0,103,,2,0,To be done up
Oostende,House,House,229000,,2,173,Installed,No,0,0,0,103,,2,0,To be done up
Gent,House,House,229000,,4,130,Installed,No,0,0,0,52,,2,0,Just renovated
Ath,House,House,230000,,4,128,Not installed,No,0,0,0,570,,4,0,
Kortrijk,House,House,230000,,3,127,Hyper equipped,No,0,0,0,120,,4,0,As new
Hoboken,House,House,235000,,1,165,Installed,No,0,0,0,88,,2,0,Good
Destelbergen,House,House,238000,,1,116,Semi equipped,No,0,0,0,140,,3,0,To be done up
Liège,House,Apartment block,249000,,3,130,Not installed,No,0,0,0,,,2,0,Good
Liège,House,House,249000,,3,130,Not installed,No,0,0,0,,,2,0,Good
FLÉMALLE-HAUTE,House,House,249000,,2,132,Installed,No,0,0,190,506,,3,0,Good
Verviers,House,Mixed-use building,249000,,2,240,Semi equipped,No,0,0,0,81,,3,0,Good
Obaix,House,House,249000,,3,180,Installed,No,0,0,760,840,,3,0,Good
BRAINE-LE-CHÂTEAU,House,House,250000,,3,110,Semi equipped,No,1,0,0,740,,3,0,To renovate
VITRIVAL,House,House,250000,,5,,Semi equipped,No,1,0,0,1000,,4,0,Good
Luttre,House,House,250000,,4,250,Semi equipped,No,0,0,250,380,,2,0,Good
QUEVAUCAMPS,House,House,250000,,1,270,Installed,No,0,0,1750,1750,,3,0,Good
Huy,House,House,259000,,4,290,Installed,No,0,0,0,450,,3,0,Good
Wetteren,House,House,259000,,3,110,Installed,No,0,0,0,140,,2,0,
Namur Belgrade,House,House,260000,,2,87,USA installed,No,0,0,350,441,,4,0,Good
Bertogne Flamierge,House,House,265000,,3,187,Semi equipped,No,0,0,1200,1700,77,4,0,To be done up
Ath,House,Other properties,265000,,4,272,Semi equipped,No,0,0,0,283,,2,0,To be done up
Ans,House,House,269000,,3,337,Not installed,No,0,0,0,,,2,0,Good
Huy,House,Mixed-use building,269000,,5,316,Semi equipped,No,0,0,215,500,,2,0,Good
LOPPEM,House,House,269000,,3,144,Semi equipped,No,0,0,0,460,,3,0,Good
Aalst,House,House,274000,,4,120,Semi equipped,No,0,0,149,,,3,0,As new
Willebroek,House,House,275000,,3,134,,No,0,0,75,250,,3,0,
Willebroek,House,Apartment block,275000,,3,134,,No,0,0,75,250,,3,0,
Amay,House,House,275000,,3,220,Hyper equipped,No,1,0,70,265,,2,0,Just renovated
Amay,House,Apartment block,275000,,3,220,Hyper equipped,No,1,0,70,265,,2,0,Just renovated
CAMBRON-CASTEAU,House,House,275000,,3,130,Installed,No,0,0,0,450,,4,0,Just renovated
Kortrijk,House,House,279000,,4,255,Installed,No,0,0,0,115,,2,0,As new
Laarne,House,House,285000,,3,154,Installed,No,0,0,0,116,,4,0,
Braine-l'Alleud,House,House,289000,,3,90,Semi equipped,No,0,0,200,340,63,2,0,To be done up
Bavikhove,House,House,290000,,3,234,Installed,No,0,0,0,229,,2,0,As new
Wavre,House,House,295000,,3,115,Installed,No,0,0,50,140,90,2,0,As new
Blégny Barchon,House,House,295000,,4,215,Installed,No,0,0,0,281,,3,0,As new
HOLLOGNE,House,House,295000,,3,150,Semi equipped,No,0,0,0,400,,3,0,
HOLLOGNE,House,Apartment block,295000,,3,150,Semi equipped,No,0,0,0,400,,3,0,
SINT-PAUWELS,House,House,295000,,3,143,Installed,No,0,0,0,204,,2,0,Good
Mortsel,House,House,298000,,3,126,Installed,No,0,0,0,84,,2,0,
Liège,House,House,299000,,3,110,Hyper equipped,No,0,0,320,496,,2,0,Good
Liège,House,House,299000,,3,300,Semi equipped,No,0,0,0,255,,2,0,To be done up
LIBRAMONT,House,Mixed-use building,299000,,2,231,Semi equipped,No,0,0,0,589,,3,0,As new
LIBRAMONT,House,Apartment block,299000,,2,231,Semi equipped,No,0,0,0,589,,3,0,As new
Nivelles,House,House,300000,,3,126,Installed,No,0,0,900,953,53,3,0,To be done up
Gerpinnes,House,House,300000,,3,200,Installed,No,0,0,0,,,4,0,Good
VIRGINAL-SAMME,House,House,305000,,3,100,USA installed,No,1,0,0,350,,3,0,As new
HENNUYERES,House,House,305000,,3,100,USA installed,No,1,0,0,350,,3,0,As new
Arlon,House,House,310000,,5,151,Semi equipped,No,0,0,0,217,,2,0,To renovate
Beersel,House,Mixed-use building,315000,,3,271,Semi equipped,No,0,0,0,349,,4,0,
Beersel,House,House,315000,,3,271,Semi equipped,No,0,0,0,349,,4,0,
Huizingen,House,Mixed-use building,315000,,3,271,Semi equipped,No,0,0,0,349,,4,0,
Huizingen,House,House,315000,,3,271,Semi equipped,No,0,0,0,349,,4,0,
Ransart,House,House,325000,,5,258,USA installed,No,0,0,1123,1231,,4,0,As new
Erembodegem,House,House,325000,,3,171,Installed,No,0,0,0,164,,2,0,Good
OEUDEGHIEN,House,House,326000,,5,200,Installed,No,0,0,0,381,,3,0,Just renovated
Buizingen,House,House,329000,,3,100,Installed,No,0,0,0,197,,3,0,Good
Overijse,House,House,329000,,3,120,Semi equipped,No,0,0,50,311,,3,0,To renovate
MEERDONK,House,House,329000,,3,187,Installed,No,2,0,0,303,,2,0,Good
Wolvertem,House,Mixed-use building,330000,,2,185,Semi equipped,No,0,0,0,141,,2,0,To be done up
Waregem,House,House,335000,,3,250,,No,0,0,0,312,,2,0,Good
SINT-PAUWELS,House,House,335000,,3,150,Not installed,No,0,0,0,300,,3,0,Good
Spa,House,House,339000,,4,260,Hyper equipped,No,0,0,0,17,,2,0,To be done up
Gesves-Faulx-les-Tombes,House,House,340000,,3,125,USA installed,No,0,0,500,625,,4,0,As new
Nivelles,House,House,345000,,3,130,Installed,No,0,0,50,264,,3,0,As new
Mariakerke,House,House,345000,,4,188,Installed,No,0,0,0,84,,2,0,Good
Asse,House,House,346580,,2,95,USA hyper equipped,No,0,0,35,,,3,0,As new
ZEPPEREN,House,House,349000,,2,150,Installed,No,0,0,0,,,3,0,Good
Vilvoorde,House,House,349900,,3,126,Installed,No,0,0,108,165,,2,0,Good
Ottignies,House,Villa,350000,,3,133,Semi equipped,No,0,0,0,772,,4,0,To renovate
Baulers,House,House,350000,,2,119,Hyper equipped,No,0,0,0,456,,3,0,As new
Gouvy,House,House,350000,,6,,Installed,No,0,0,0,3103,,3,0,Just renovated
Aartselaar,House,House,360000,,3,138,Installed,No,0,0,80,192,,2,0,
LÉGLISE,House,House,360000,,3,386,Semi equipped,No,0,0,0,3061,,3,0,Good
Affligem,House,House,375000,,3,180,Installed,No,0,0,750,831,85,3,0,As new
SINT-NIKLAAS,House,House,375000,,4,180,Semi equipped,No,0,0,200,390,,2,0,Good
Athus,House,House,385000,,4,168,Installed,No,0,0,0,1056,,4,0,Good
HÉVILLERS,House,Apartment block,395000,,3,180,Installed,No,0,0,0,575,,2,0,Good
DUDZELE,House,House,395000,,3,,Installed,No,0,0,0,430,,3,0,Good
Liege,House,House,399000,,4,197,Installed,No,0,0,0,,,3,0,Good
Namur Vedrin,House,House,399000,,3,176,USA installed,No,0,0,300,406,,4,0,As new
Dinant,House,Mansion,399500,,5,350,Semi equipped,No,0,0,800,988,,4,0,Good
Flemalle,House,Mixed-use building,425000,,7,390,Installed,No,0,0,700,1627,110,4,0,As new
Flemalle,House,Apartment block,425000,,7,390,Installed,No,0,0,700,1627,110,4,0,As new
Flemalle,House,House,425000,,7,390,Installed,No,0,0,700,1627,110,4,0,As new
Malmedy,House,House,439000,,4,299,USA installed,No,0,0,0,,,4,0,Good
Ghislenghien,House,Country house,445000,,4,305,,No,0,0,0,3615,,4,0,To renovate
Kortenaken,House,Exceptional property,449000,,5,220,Not installed,Yes,0,0,0,944,,4,0,As new
Musson,House,House,449000,,6,200,,No,0,0,1513,1513,,4,0,As new
Bruxelles,House,House,450000,,6,265,USA semi equipped,No,0,0,0,,,2,0,Good
Habay-la-Vieille,House,House,450000,,5,287,Installed,No,0,0,0,435,,2,0,Good
Gent,House,House,450000,,5,180,Installed,No,0,0,0,58,,2,0,
Gent,House,Mixed-use building,450000,,5,180,Installed,No,0,0,0,58,,2,0,
KESSEL LO,House,House,465000,,3,123,Installed,No,1,0,0,311,,4,0,Good
Beveren-Waas,House,House,465000,,3,400,Installed,No,0,0,0,401,,2,0,Good
Kieldrecht,House,House,465000,,3,400,Installed,No,0,0,0,401,,2,0,Good
Mechelen,House,Apartment block,469000,,4,213,Semi equipped,No,0,0,0,74,,3,0,To be done up
Mechelen,House,House,469000,,4,213,Semi equipped,No,0,0,0,74,,3,0,To be done up
Mechelen,House,House,473000,,5,240,Semi equipped,No,0,0,0,174,,2,0,Just renovated
Grimbergen,House,House,475000,,5,213,Installed,No,0,0,0,518,,3,0,Good
Namur,House,House,480000,,5,230,USA installed,No,0,0,100,219,,2,0,As new
Koningsloo,House,Town-house,495000,,3,183,USA hyper equipped,No,1,0,170,230,,2,0,
AMOUGIES,House,Villa,495000,,3,315,Semi equipped,No,0,0,0,1586,,4,0,Good
Esneux,House,House,499000,,4,200,Semi equipped,No,0,0,1500,8400,,4,0,Good
Heppignies,House,Villa,500000,,4,300,USA installed,No,0,0,1000,1200,,4,0,As new
Namur,House,Villa,545000,,4,200,Installed,No,0,0,1100,1238,,4,0,As new
Dworp,House,Mixed-use building,549000,,2,400,Not installed,No,0,0,0,335,,3,0,Good
Arlon,House,House,550000,,4,186,Installed,No,0,0,2400,2500,,4,0,To be done up
Villers-la-Ville,House,Villa,565000,,4,210,Installed,No,1,0,0,1530,,4,0,Good
Berchem-Sainte-Agathe,House,House,595000,,4,235,,No,1,0,195,366,,3,0,Just renovated
Lille,House,Villa,595000,,3,260,Hyper equipped,No,0,0,800,1115,,4,0,Good
Bertrix,House,House,595000,,7,655,Semi equipped,No,0,0,0,7775,,4,0,To renovate
Huldenberg,House,House,619000,,4,244,USA hyper equipped,Yes,0,0,560,991,,4,0,Just renovated
Tremelo,House,Villa,630350,,3,321,USA hyper equipped,No,0,0,0,684,,4,0,As new
Kraainem,House,House,635000,,4,195,Installed,No,0,0,121,305,,3,0,To renovate
Namur Vedrin,House,Villa,650000,,3,221,USA hyper equipped,No,0,0,1800,2000,,4,0,As new
Woluwe-Saint-Pierre,House,House,675000,,3,150,Installed,No,0,0,135,295,235,2,0,Good
Woluwe-Saint-Lambert,House,House,695000,,4,192,Installed,No,0,0,0,261,,2,0,To be done up
Woluwe-Saint-Lambert,House,Apartment block,695000,,4,192,Installed,No,0,0,0,261,,2,0,To be done up
Villers-la-Ville,House,Villa,695000,,5,389,Installed,No,1,0,0,3926,,4,0,Good
Spa,House,Apartment block,699000,,9,443,Not installed,No,0,0,0,,,3,0,Good
Spa,House,House,699000,,9,443,Not installed,No,0,0,0,,,3,0,Good
